original,adversarial_light,adversarial_medium,adversarial_heavy,target
"As usual..iam fine, happy &amp; doing well..:)","As usual..iam fine, happy &amp; doing well..:)","As usual..iam fine, happy &amp; doing well..:)","As usual..iam fine, happy &amp; doing well..:)",ham
If I was I wasn't paying attention,If I was I wasn't paying attention,If I was I wasn't paying attention,If I was I wasn't paying attention,ham
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham
Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,ham
"SMS SERVICES. for your inclusive text credits, pls goto  login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","SMS SERVICES. for Y0Ur inclusive text credits, pls goto login= ***** unsubscribe with $.T.0.P.. n0 3XTR@ charge. help:08700469649. PO BOX420. IP4 5WE","SMS SERVICES. for your inclusive text credits, pls goto login= ***** review u.n.$.U.B.$.C.R.1.B.3 update with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","SSM $.3.R.V.1.C.3.$.. for youri cnlusive tetx lpan credits, pls updaet gotol ogin =***** unsubscribe project with erport $T0P. no xerta .ch..@r..g3.. ehlp0:8070469649. PO BOX420. IP4 5W3",spam
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham
"Damn, poor zac doesn't stand a chance","Damn, poor zac doesn't stand a chance","Damn, poor zac doesn't stand a chance","Damn, poor zac doesn't stand a chance",ham
And is there a way you can send shade's stuff to her. And she has been wonderful too.,And is there a way you can send shade's stuff to her. And she has been wonderful too.,And is there a way you can send shade's stuff to her. And she has been wonderful too.,And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham
Just nw i came to hme da..,Just nw i came to hme da..,Just nw i came to hme da..,Just nw i came to hme da..,ham
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>>  xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXMobileMovieClub: To use your cr3d1t, click the WAP link in the next txt message or click here>> xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXM0b113M0v13C1ub: To use your credit, click th3 WAP link team 1.n the next TXt message or click here>> xxxmobilemovieclub.com?n=QJKGIGHJJGCBL team","XXMXobileMovieClub: T 0use your note credit, note click team th3 WAP lnik in the nextt xt message or discusison 💰 lcick here>> xxxmobielomvieclub.com?n=QJKGIGHJJGCBL

Confidential - For Internal Use Only",spam
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!","Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!","Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!","Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",ham
Its a great day. Do have yourself a beautiful one.,Its a great day. Do have yourself a beautiful one.,Its a great day. Do have yourself a beautiful one.,Its a great day. Do have yourself a beautiful one.,ham
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies","By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies","By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies","By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham
None of that's happening til you get here though,None of that's happening til you get here though,None of that's happening til you get here though,None of that's happening til you get here though,ham
Going to join tomorrow.,Going to join tomorrow.,Going to join tomorrow.,Going to join tomorrow.,ham
That day you asked about anand number. Why:-),That day you asked about anand number. Why:-),That day you asked about anand number. Why:-),That day you asked about anand number. Why:-),ham
Otherwise had part time job na-tuition..,Otherwise had part time job na-tuition..,Otherwise had part time job na-tuition..,Otherwise had part time job na-tuition..,ham
Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.,Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.,Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.,Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.,ham
"Yeah sure, give me a couple minutes to track down my wallet","Yeah sure, give me a couple minutes to track down my wallet","Yeah sure, give me a couple minutes to track down my wallet","Yeah sure, give me a couple minutes to track down my wallet",ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
Or _ go buy wif him then i meet _ later can?,Or _ go buy wif him then i meet _ later can?,Or _ go buy wif him then i meet _ later can?,Or _ go buy wif him then i meet _ later can?,ham
Just wanted to say holy shit you guys weren't kidding about this bud,Just wanted to say holy shit you guys weren't kidding about this bud,Just wanted to say holy shit you guys weren't kidding about this bud,Just wanted to say holy shit you guys weren't kidding about this bud,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.","came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.","came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.","came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.","Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.","Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.","Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
I will spoil you in bed as well :),I will spoil you in bed as well :),I will spoil you in bed as well :),I will spoil you in bed as well :),ham
Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh.,ham
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING","Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING","Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING","Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
Did you stitch his trouser,Did you stitch his trouser,Did you stitch his trouser,Did you stitch his trouser,ham
Be happy there. I will come after noon,Be happy there. I will come after noon,Be happy there. I will come after noon,Be happy there. I will come after noon,ham
"Just sent you an email  to an address with incomm in it, is that right?","Just sent you an email  to an address with incomm in it, is that right?","Just sent you an email  to an address with incomm in it, is that right?","Just sent you an email  to an address with incomm in it, is that right?",ham
Shall call now dear having food,Shall call now dear having food,Shall call now dear having food,Shall call now dear having food,ham
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed 1000 cash or 5000 prize!,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have information WON a guaranteed 1000 cash or 5000 prize!,Please analysis call plan our customer service representative on 0800 169 6031 between 10am-9pm as note you discussion h@v3 W0N a guaranteed 1000 cash or 5000 prize!,P13@$ 3c1@1 0ur meetin gcu$tm03r 📈 srevice rp3r3$3ntt@1v3on 8000 169 6031 b3t3w3n1 0@m-9pm asy 0 uhave W0N a gaurantee d1000 c.@.$.h 0.r 5000 pr1z!3,spam
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt; lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""","Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt; lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""","Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt; lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""","Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt; lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",ham
I'm still looking for a car to buy. And have not gone 4the driving test yet.,I'm still looking for a car to buy. And have not gone 4the driving test yet.,I'm still looking for a car to buy. And have not gone 4the driving test yet.,I'm still looking for a car to buy. And have not gone 4the driving test yet.,ham
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & B1u3t00th FREE! Call M0b113Upd8 on 08000839402 or c.@.1.1.2.0.p.t.0.u.t./.!.Y.H.1","pdate_Now - analysis Double mins and 1000 txts on 0r@ng3 tariffs. 1@t3$t Motorola, SonyEricsson & team Nokia & Bluetooth f.r.3.3.! Call MobileUpd8 on 08000839402 0r call2optout/!YHL","pdate_Now 💰 Do-ubleu pdate mins an d1.0.0.0 dsicussion txt smeeting 🎯 on Ornaget raiffs. aLtest Motorola, SonyEricsson update &N. 0.K.1.@ & report 1Bu30t0th dicsussoin FREE! Call bsuiness m0B113upD8o n 💰 0800083904 2strategyo rclal2optout/!YLH sattus",spam
K.k:)advance happy pongal.,K.k:)advance happy pongal.,K.k:)advance happy pongal.,K.k:)advance happy pongal.,ham
Wait.i will come out.. &lt;#&gt; min:),Wait.i will come out.. &lt;#&gt; min:),Wait.i will come out.. &lt;#&gt; min:),Wait.i will come out.. &lt;#&gt; min:),ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,$0m30n3 has contacted our dating $3rv1c3 and entered your phone because they fancy you! To f1nd out who it is call from note a landline 09111032124 . PoBox12n146tf150p,Someone has contacted our meeting dating service and entered Y0uR phone because they f@ncy you! To find out who it 1$ c@11 from a 1@nd11n3 09111032124 . PoBox12n146tf150p,Someone ahs contacted 0ur dating $r3v1c3 and business enteredy ourp hone becuase they fancy Y0..U.! T ofind 0ut wH0 🔥 it is cal flrom lpa n alandline 🎯 0911103212 4. PBoox12n146tf150p details,spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2  the original n best. Tones 3GBP network operator rates apply.","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go details 2 Th3 0r1g1n@1 n best. Tones 3GBP network operator rates apply.","Get 3 Lions England tone, R3p1Y lionm 4 m.0.n.0 or lionp 4 poly. client 4 more go system 2 th3 original n best. Tones 3GBP network operator rates apply.","Get 💰 3Liosn Enlgadn 0tn3,r eply 🔥 lionm 4 M0n0 🎯 0r lino p4 poly. 4 mro ego2 data the originla n best .Tnoes 3GBPp rojec tnewotrk poeraor trtaes @pp1y.",spam
Anytime lor...,Anytime lor...,Anytime lor...,Anytime lor...,ham
Tell where you reached,Tell where you reached,Tell where you reached,Tell where you reached,ham
Yo come over carlos will be here soon,Yo come over carlos will be here soon,Yo come over carlos will be here soon,Yo come over carlos will be here soon,ham
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or 1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR","Urgent! Please c@11 09066612661 from your landline, your complimentary 4* Lux Costa Del system Sol H011d@y or 1000 CASH await c0113ct10n. ppm 150 SAE T&Cs James 28, 3h74rr","Urgent! Please call 09066612661 from your analysis landline, your complimentary 4* business 1ux Costa D31 Sol H011d@y or 1000 CASH status await status collection. ppm 150 SAE T&C$ James 28, plan 3H74RR project","Urgent 💼 !Please call 0906616626 1busneiss from proejct 🔥 y.0..ur update lanldine ,y.0.u.r data compilemntayr 4*1 UX C0T$@ D31$ 0 1systme 🎯 holiday or 0100 CAHS @w@1t 💼 collection. ppm 150 $@ 3t&C$ Jmase 💼 28, EH7R4R",spam
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham
How much are we getting?,How much are we getting?,How much are we getting?,How much are we getting?,ham
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
I'm vivek:)i got call from your number.,I'm vivek:)i got call from your number.,I'm vivek:)i got call from your number.,I'm vivek:)i got call from your number.,ham
Why she wants to talk to me,Why she wants to talk to me,Why she wants to talk to me,Why she wants to talk to me,ham
"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham
"Total disappointment, when I texted you was the craziest shit got :(","Total disappointment, when I texted you was the craziest shit got :(","Total disappointment, when I texted you was the craziest shit got :(","Total disappointment, when I texted you was the craziest shit got :(",ham
Takin a shower now but yeah I'll leave when I'm done,Takin a shower now but yeah I'll leave when I'm done,Takin a shower now but yeah I'll leave when I'm done,Takin a shower now but yeah I'll leave when I'm done,ham
"Today's Offer! Claim ur 150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. 3.00 Sub. 16 . Unsub reply X","Today's Offer! Claim ur 150 w0rth 0f discount vouchers! Text y3$ analysis to 85023 now! SavaMob, member offers mobile! t Cs 08717898035. 3.00 Sub. 16 . Unsub reply X","Today's Offer! Claim ur information 150 worth of discount vouchers! Text analysis YES to analysis 85023 n0w! $.@.v.@.M.0.b., strategy member offers analysis mobile! T Cs 08717898035. 3.00 Sub. 16 . Unsub reply X","oTda'sy 🚀 Offer! 1C@1m ur1 50 W0rth inforatmio nofd iscount vocuher!s Text YES to 5802 🚀 3n0w! SvaaMob, m3mb3r offers plan m0b113! T 🚀 c$ daat 87018798035. 3.00 $ub. taem 🔥 16 . Unsub reply X",spam
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham
network operator. The service is free. For T & C's visit 80488.biz,network operator. The service is free. For T & C's visit system 80488.b1z team,network operator. Th3 service is free. For status T & C's visit status 80488.biz,n3tw0rk infomratoin operator. The service 1$ free.F .0r. 📈 T & C's ivsit 08488.b1z,spam
Ok...,Ok...,Ok...,Ok...,ham
I'm working technical support :)voice process.networking field.,I'm working technical support :)voice process.networking field.,I'm working technical support :)voice process.networking field.,I'm working technical support :)voice process.networking field.,ham
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + 200 Prize guaranteed! Text: PARIS to No: 69101. ,Collect your v@13nt1n3'$ weekend to PARIS inc Flight & Hotel + 200 Prize client guaranteed! Text: PARIS to review No: 69101.,Collect y0ur VALENTINE'S weekend analysis to PARIS 1nc Flight & Hotel + 200 Prize guaranteed! Text: PARIS t.0 N0: 69101.,Collec yotur AVLENTINE'S ntoe 💼 weekend t0 PARIS nic Flgith 🔥 meeting& Hotel 🚀 +20 🔥 0rPzie strategy guaratneed! eTxt: @PR1$ to No: 69101.,spam
I know you are serving. I mean what are you doing now.,I know you are serving. I mean what are you doing now.,I know you are serving. I mean what are you doing now.,I know you are serving. I mean what are you doing now.,ham
Yup,Yup,Yup,Yup,ham
Goodnight da thangam I really miss u dear.,Goodnight da thangam I really miss u dear.,Goodnight da thangam I really miss u dear.,Goodnight da thangam I really miss u dear.,ham
"I'm in solihull, | do you want anything?","I'm in solihull, | do you want anything?","I'm in solihull, | do you want anything?","I'm in solihull, | do you want anything?",ham
Die... Now i have e toot fringe again...,Die... Now i have e toot fringe again...,Die... Now i have e toot fringe again...,Die... Now i have e toot fringe again...,ham
\ER,\ER,\ER,\ER,ham
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,ham
Should I have picked up a receipt or something earlier,Should I have picked up a receipt or something earlier,Should I have picked up a receipt or something earlier,Should I have picked up a receipt or something earlier,ham
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a 2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!","09066362231 URGENT! Your mobile No 07xxxxxxxxx won a 2,000 bonus plan caller client prize on 02/06/03! update this is the 2.n.d @tt3mpt to reach YOU! call schedule 09066362231 ASAP!","09066362231 URGENT! Your mobile N0 07xxxxxxxxx won meeting a 2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to information reach Y0U! call 09066362231 @.$.@.p.!","90066362231 discsusino URGENT! 🔥 discussion Y0ur m0b113 0 N07xxxxxxxx xsatts uwon a 2,000 bonus caller rpize 0.n 02/0/603! this rpojceti s naalysis he t2nd cline t@.t.t.3.m.p.t t0 plan r3@ch ✅ status YOU! call 09066362231 ASAP!

Confidential - For Internal Use Only",spam
I will once i get home,I will once i get home,I will once i get home,I will once i get home,ham
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...","you are sweet as well, princess. Please tell me your likes and dislikes in bed...","you are sweet as well, princess. Please tell me your likes and dislikes in bed...","you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham
Jokin only lar... :-) depends on which phone my father can get lor...,Jokin only lar... :-) depends on which phone my father can get lor...,Jokin only lar... :-) depends on which phone my father can get lor...,Jokin only lar... :-) depends on which phone my father can get lor...,ham
Wewa is 130. Iriver 255. All 128 mb.,Wewa is 130. Iriver 255. All 128 mb.,Wewa is 130. Iriver 255. All 128 mb.,Wewa is 130. Iriver 255. All 128 mb.,ham
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham
"Hiya, probably coming home * weekend after next","Hiya, probably coming home * weekend after next","Hiya, probably coming home * weekend after next","Hiya, probably coming home * weekend after next",ham
I am 6 ft. We will be a good combination!,I am 6 ft. We will be a good combination!,I am 6 ft. We will be a good combination!,I am 6 ft. We will be a good combination!,ham
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham
Kent vale lor...  wait 4 me there ar?,Kent vale lor...  wait 4 me there ar?,Kent vale lor...  wait 4 me there ar?,Kent vale lor...  wait 4 me there ar?,ham
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently 0n what t0ur? 1)Unbreakable, 2)Unt@M3D, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +$td text","W@n2 win a Meet+Greet plan with Westlife 4 U or a m8? schedule They are curr3nt1y 0.n what tour? 1)Unbreakable, 2)Untamed, 3)Unk3mpt. Text 1.,.2 0r client 3 to 83049. Cost 50p details +std t.3.x.t","🎯 Wan2w in @ Meet+Greet with Westlief 4U or team a m8?T hey 📈 arec urr3tn1y on what otu?r1 U)nbreakabel,2 U)nt@m3d, 3)Unkmept. Text1 .,2. ro 3 schedule 📈 t0 cshdeule 3804.9 erview Cost 50p +std team t3xt

Best regards,
Your Team",spam
