email,target,email_spaced
Well i know Z will take care of me. So no worries.,ham,Well i know Z will take care of me. So no worries.
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
Dunno lei... I might b eatin wif my frens... If _ wan to eat then i wait 4 _ lar,ham,Dunno lei... I might b eatin wif my frens... If _ wan to eat then i wait 4 _ lar
RGENT! This is the 2nd attempt to contact U!U have WON 1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max7. 50,spam,RGENT! Th is is the 2nd a t t e m p t to c o n t a c t U!U ha ve WON 1250 CA LL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 15 0ppm mobilesvary. max7. 50
Goodmorning sleeping ga.,ham,Goodmorning sleeping ga.
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
Hope you are having a good week. Just checking in,ham,Hope you are having a good week. Just checking in
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
"I hav almost reached. Call, i m unable to connect u.",ham,"I hav almost reached. Call, i m unable to connect u."
Think + da. You wil do.,ham,Think + da. You wil do.
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are &lt;#&gt; and up,ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are &lt;#&gt; and up
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
URGENT! We are trying to contact you. Last weekends draw shows that you have won a 900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam,U RGENT! We are tr ying to co ntact y o u. L a s t weekends d raw s h o w s t h a t y o u h a v e won a 900 p r i z e G U A R A N T E E D. Ca ll 09061701939. C l a i m c o d e S89. V alid 12 hrs o nly
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam,"Su nshine Hols. To c l a i m ur m e d h o l i d a y se nd a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Q u i z Starts Satur day! Un sub S t o p"
"K, I'll work something out",ham,"K, I'll work something out"
Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,Hi - t his is yo ur Mailbox Messaging S M S alert. Y o u h ave 40 matc hes. P l e a s e c a l l ba ck on 09056242159 to retrieve y o u r me ssages and ma tches cc100p/min
"Come round, it's .",ham,"Come round, it's ."
I keep ten rs in my shelf:) buy two egg.,ham,I keep ten rs in my shelf:) buy two egg.
"I'd say that's a good sign but, well, you know my track record at reading women",ham,"I'd say that's a good sign but, well, you know my track record at reading women"
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over 1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam,m o n e y!!! y o u r a lu cky w i n n e r ! 2 cla im yo ur p rize t e x t m o n e y 2 88600 o v e r 1million to gi ve away ! ppt150x3+normal t ext r ate box403 w1t1jy
No b4 Thursday,ham,No b4 Thursday
I've told him that i've returned it. That should i re order it.,ham,I've told him that i've returned it. That should i re order it.
Yes fine,ham,Yes fine
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
"I jus hope its true that missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ham,"I jus hope its true that missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
7 lor... Change 2 suntec... Wat time u coming?,ham,7 lor... Change 2 suntec... Wat time u coming?
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
No. Did you multimedia message them or e-mail?,ham,No. Did you multimedia message them or e-mail?
Hi good mornin.. Thanku wish u d same..,ham,Hi good mornin.. Thanku wish u d same..
Po de :-):):-):-):-). No need job aha.,ham,Po de :-):):-):-):-). No need job aha.
That is wondar full flim.,ham,That is wondar full flim.
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
"Dear all, as we know &lt;#&gt; th is the &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",ham,"Dear all, as we know &lt;#&gt; th is the &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
Tell my bad character which u Dnt lik in me. I'll try to change in &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham,Tell my bad character which u Dnt lik in me. I'll try to change in &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
"Loan for any purpose 500 - 75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam,"L o a n for any purpose 500 - 75,000. Homeowners + Tenants we lcome. H a v e y o u b e e n previously refused? We can st ill h e l p. C a l l F r e e 0 800 1956669 or t ext b a c k 'he lp'"
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
There the size of elephant tablets & u shove um up ur ass!!,ham,There the size of elephant tablets & u shove um up ur ass!!
U still going to the mall?,ham,U still going to the mall?
"I can. But it will tell quite long, cos i haven't finish my film yet...",ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
Err... Cud do. I'm going to at 8pm. I haven't got a way to contact him until then.,ham,Err... Cud do. I'm going to at 8pm. I haven't got a way to contact him until then.
Aight sorry I take ten years to shower. What's the plan?,ham,Aight sorry I take ten years to shower. What's the plan?
I dont. Can you send it to me. Plus how's mode.,ham,I dont. Can you send it to me. Plus how's mode.
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,G reat N E W O f f e r - DOUB LE M i n s & DOU BLE Txt on b e s t Ora nge tari ffs AND g e t l atest c a m e r a p hones 4 F R E E! C a l l Mobil eUpd8 fr ee on 08 000839402 N O W! or 2stoptxt T&Cs
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam,Check O u t Choo se Y o u r Babe Videos @ s m s.shsex.netUN fgkslpoPW fgkslpo
I'm at work. Please call,ham,I'm at work. Please call
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
"That's very rude, you on campus?",ham,"That's very rude, you on campus?"
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,"Wel come to Select, an O2 s e r v i c e w i t h added benefits. Y o u can n o w ca ll o u r speci ally trained advisors F REE f r o m y o u r m o b i l e by dialling 402."
"Probably gonna be here for a while, see you later tonight &lt;)",ham,"Probably gonna be here for a while, see you later tonight &lt;)"
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
Ok... I din get ur msg...,ham,Ok... I din get ur msg...
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam,Came ra - Y o u are a w a r d ed a S i P i x D igital C a m era! c a l l 09061221066 fromm l a n d l i n e. Deli very w i t h i n 28 da ys
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit ,spam,\For the most sparkling shopping breaks f r o m 45 p e r person; ca ll 0121 2025050 or v i s i t 
"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
Unni thank you dear for the recharge..Rakhesh,ham,Unni thank you dear for the recharge..Rakhesh
So i'm doing a list of buyers.,ham,So i'm doing a list of buyers.
So can collect ur laptop?,ham,So can collect ur laptop?
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a 500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,"Y o u are guaran teed the late st Nok ia Ph one, a 40GB i Pod MP3 p l a y e r or a 500 pr ize! Txt w o r d: C O L L E C T to No: 83355! IBHltd LdnW15H 1 5 0 p/Mtmsgrcvd18+"
Ok i msg u b4 i leave my house.,ham,Ok i msg u b4 i leave my house.
No. It's not pride. I'm almost &lt;#&gt; years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham,No. It's not pride. I'm almost &lt;#&gt; years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
You have 1 new voicemail. Please call 08719181513.,spam,Y o u h ave 1 n e w voicemail. Ple ase c a l l 08719181513.
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
I cant pick the phone right now. Pls send a message,ham,I cant pick the phone right now. Pls send a message
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,"N e w T o n e s Th is we ek include: 1)McFly-A l l Ab.., 2) Sara Jorge-Shock.. 3) W i l l Smith-Switch.. To o r d e r follow instructions on n e x t m e s s a g e"
Stupid.its not possible,ham,Stupid.its not possible
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
Are you willing to go for aptitude class.,ham,Are you willing to go for aptitude class.
K:)k:)what are detail you want to transfer?acc no enough?,ham,K:)k:)what are detail you want to transfer?acc no enough?
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam,"UpgrdCentre O r a n g e c u s t o m e r, y o u may n o w c l a i m y o u r FR EE C A M E R A P HONE upgrade for y o u r loyalty. C a l l n o w on 0207 153 9153. O f f e r ends 26th July. T&C's a p p l y. O p t-o u t available"
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
How was txting and driving,ham,How was txting and driving
I thought slide is enough.,ham,I thought slide is enough.
Is that what time you want me to come?,ham,Is that what time you want me to come?
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
But if she.s drinkin i'm ok.,ham,But if she.s drinkin i'm ok.
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
I'm at work. Please call,ham,I'm at work. Please call
Do well :)all will for little time. Thing of good times ahead:,ham,Do well :)all will for little time. Thing of good times ahead:
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,W a n t 2 g e t laid tonight? W ant r e a l Dogg ing locations s ent d irect 2 ur mob? Jo in the UK's largest D o g g i n g N etwork bt T xting GRAVEL to 69888! Nt. ec2a. 31p.msg@1 5 0 p
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
Guess who spent all last night phasing in and out of the fourth dimension,ham,Guess who spent all last night phasing in and out of the fourth dimension
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
Short But Cute: \Be a good person,ham,Short But Cute: \Be a good person
"Sorry light turned green, I meant another friend wanted &lt;#&gt; worth but he may not be around",ham,"Sorry light turned green, I meant another friend wanted &lt;#&gt; worth but he may not be around"
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
Hey happy birthday...,ham,Hey happy birthday...
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
Y de asking like this.,ham,Y de asking like this.
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam,U h a v e a S e c r e t Admi rer who is looki ng 2 ma ke c o n t a c t w i t h U-f i n d o u t who t h e y R*reve al who t hinks UR so spec ial-c a l l on 09065171142-stopsms-08718727870150ppm
PS U no ur a grown up now right?,ham,PS U no ur a grown up now right?
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
"Oh... Icic... K lor, den meet other day...",ham,"Oh... Icic... K lor, den meet other day..."
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,Ur ca sh-balance is c u r r e n t l y 500 p o u n d s - to maximize ur ca sh-in n o w s e n d GO to 8 6 6 8 8 on ly 1 5 0 p/msg. CC 08718720201 HG/S uite342/2 L a n d s Row/W1J6HL
Feel like trying kadeem again? :V,ham,Feel like trying kadeem again? :V
"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
Did u got that persons story,ham,Did u got that persons story
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,spam,PRIV ATE! Y o u r 2 003 A c c o u n t Statem ent for 07808247860 sh ows 800 un-redee med S. I. M. p o i n t s. C a l l 08719899229 Identi fier C o d e: 40411 E x p i r e s 06/11/04
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
"YOU VE WON! Your 4* Costa Del Sol Holiday or 5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost1.50/pm, Max10mins",spam,"Y O U VE WON! Y o u r 4* Co sta Del Sol Holid ay or 5 0 0 0 aw ait c o l l e c t i o n. C a l l 090500900 44 N o w t oClaim. SAE, TC s, P O B o x 3 3 4, S tockport, S K 3 8 x h, C o s t 1.50/pm, M a x 1 0 m i n s"
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C ,spam,Santa c alling! Would y our little ones l ike a ca ll f rom Santa Xm as Eve? Ca ll 09077818151 to b o o k y o u t i m e. Calls1.50ppm l a s t 3mins 30s T&C 
Hey so whats the plan this sat?,ham,Hey so whats the plan this sat?
C movie is juz last minute decision mah. Juz watch 2 lar but i tot _ not interested.,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot _ not interested.
With my sis lor... We juz watched italian job.,ham,With my sis lor... We juz watched italian job.
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
Not getting anywhere with this damn job hunting over here!,ham,Not getting anywhere with this damn job hunting over here!
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice. T&Cs  age16 to stoptxtstop1.50/week,spam,Knock Knock Txt whose th ere to 80082 to e n t e r r wee kly dr aw 4 a 250 g i f t vo ucher 4 a store of yr choice. T&Cs  age16 to stoptxtstop1.50/w eek
I cant pick the phone right now. Pls send a message,ham,I cant pick the phone right now. Pls send a message
Also maaaan are you missing out,ham,Also maaaan are you missing out
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
"Thursday night? Yeah, sure thing, we'll work it out then",ham,"Thursday night? Yeah, sure thing, we'll work it out then"
I am in bus on the way to calicut,ham,I am in bus on the way to calicut
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
No no:)this is kallis home ground.amla home town is durban:),ham,No no:)this is kallis home ground.amla home town is durban:)
Is that seriously how you spell his name?,ham,Is that seriously how you spell his name?
I plane to give on this month end.,ham,I plane to give on this month end.
Okay. I've seen it. So i should pick it on friday?,ham,Okay. I've seen it. So i should pick it on friday?
Huh so fast... Dat means u havent finished painting?,ham,Huh so fast... Dat means u havent finished painting?
I though we shd go out n have some fun so bar in town or something  sound ok?,ham,I though we shd go out n have some fun so bar in town or something  sound ok?
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
"Ha. You dont know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham,"Ha. You dont know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
"Aight, you close by or still down around alex's place?",ham,"Aight, you close by or still down around alex's place?"
That's y u haf 2 keep me busy...,ham,That's y u haf 2 keep me busy...
Of course. I guess god's just got me on hold right now.,ham,Of course. I guess god's just got me on hold right now.
I come n pick _ up... Come out immediately aft ur lesson...,ham,I come n pick _ up... Come out immediately aft ur lesson...
Dear where you will be when i reach there,ham,Dear where you will be when i reach there
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
Or just do that 6times,ham,Or just do that 6times
Esplanade lor. Where else...,ham,Esplanade lor. Where else...
I'm done...,ham,I'm done...
Ok i also wan 2 watch e 9 pm show...,ham,Ok i also wan 2 watch e 9 pm show...
U should make a fb list,ham,U should make a fb list
Nothing just getting msgs by dis name wit different no's..,ham,Nothing just getting msgs by dis name wit different no's..
Is ur lecture over?,ham,Is ur lecture over?
I.ll post her out l8r. In class,ham,I.ll post her out l8r. In class
Yo guess what I just dropped,ham,Yo guess what I just dropped
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp 1.50/msg.,spam,wamma g e t laid?w a n t r e a l doggin locations s ent d i r e c t to yo ur mob ile? j o i n the UKs largest dogg ing n e t w o r k. txt dogs to 69696 n o w!nyt. ec2a. 3lp 1.50/msg.
Get me out of this dump heap. My mom decided to come to lowes. BORING.,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
I not at home now lei...,ham,I not at home now lei...
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
"Okey dokey, ill be over in a bit just sorting some stuff out.",ham,"Okey dokey, ill be over in a bit just sorting some stuff out."
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,spam,Hello. We ne ed some posh birds and chaps to u s e r t r i a l prods for champneys. Can i put y o u down? I n e e d y o u r address and dob asap. Ta r
"Aight will do, thanks again for comin out",ham,"Aight will do, thanks again for comin out"
Where @,ham,Where @
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . &lt;#&gt; . Good listener &lt;#&gt; . Organizer &lt;#&gt; . Good boyfriend &lt;#&gt; . Very clean &lt;#&gt; . Sympathetic &lt;#&gt; . Athletic &lt;#&gt; . Warm . . . &lt;#&gt; . Courageous &lt;#&gt; . Determined &lt;#&gt; . True &lt;#&gt; . Dependable &lt;#&gt; . Intelligent . . . &lt;#&gt; . Psychologist &lt;#&gt; . Pest exterminator &lt;#&gt; . Psychiatrist &lt;#&gt; . Healer . . &lt;#&gt; . Stylist &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . &lt;#&gt; . Good listener &lt;#&gt; . Organizer &lt;#&gt; . Good boyfriend &lt;#&gt; . Very clean &lt;#&gt; . Sympathetic &lt;#&gt; . Athletic &lt;#&gt; . Warm . . . &lt;#&gt; . Courageous &lt;#&gt; . Determined &lt;#&gt; . True &lt;#&gt; . Dependable &lt;#&gt; . Intelligent . . . &lt;#&gt; . Psychologist &lt;#&gt; . Pest exterminator &lt;#&gt; . Psychiatrist &lt;#&gt; . Healer . . &lt;#&gt; . Stylist &lt;#&gt; . Driver . . Aaniye pudunga venaam..
Home so we can always chat,ham,Home so we can always chat
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
Pls pls find out from aunt nike.,ham,Pls pls find out from aunt nike.
"Aight, see you in a bit",ham,"Aight, see you in a bit"
You said to me before i went back to bed that you can't sleep for anything.,ham,You said to me before i went back to bed that you can't sleep for anything.
Only saturday and sunday holiday so its very difficult:),ham,Only saturday and sunday holiday so its very difficult:)
I always chat with you. In fact i need money can you raise me?,ham,I always chat with you. In fact i need money can you raise me?
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
How dare you change my ring,ham,How dare you change my ring
