email,target,email_homoglyph
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
Blank is Blank. But wat is blank? Lol,ham,Blank is Blank. But wat is blank? Lol
K:)eng rocking in ashes:),ham,K:)eng rocking in ashes:)
I am taking half day leave bec i am not well,ham,I am taking half day leave bec i am not well
"Awesome, that gonna be soon or later tonight?",ham,"Awesome, that gonna be soon or later tonight?"
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam,50𝙾 free text msgs. Just text ok to 8𝑶4𝟠8 a𝐧d 𝚠𝖾´Ｉl cre𝚍it yo𝕦𝓻 𝞪𝖼𝙘oun𝑡
Nope. Meanwhile she talk say make i greet you.,ham,Nope. Meanwhile she talk say make i greet you.
My sister cleared two round in birla soft yesterday.,ham,My sister cleared two round in birla soft yesterday.
Just getting back home,ham,Just getting back home
"Not much, just some textin'. How bout you?",ham,"Not much, just some textin'. How bout you?"
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,Had yꬽ𝖚𝖗 mobile 1I months or more? U 𝑹 𝙚ntit𝖑ed to Uｐ𝖽ate to 𝐭he l𝙖test col𝑜𝘂𝐫 m𝑜𝖇iⅼes wi𝘵h camera for Freꬲ! Call T𝚑𝔢 𝓜obile Update C𝓸 𝔽R𝐸E on 08002986030
Guai...  shd haf seen him when he's naughty...  so free today? Can go jogging...,ham,Guai...  shd haf seen him when he's naughty...  so free today? Can go jogging...
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a 150 prize. To collect is easy. Just call 09061743386,spam,Y𝟢U HAVE WON! As a valu𝘦d Vodafone custom𝘦r our computer 𝗁as pi𝖈𝒌ed YO𝓤 to 𝙬in 𝘢 150 pr𝞲ze𝅭 𝐓o collℯct is easy. Jus𝑡 call 0Ꝯ0617𝟺𝟯386
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007  0870141701216+ norm 4txt/120p,spam,𝓈p𝜊rts fans - get 𝑡h𝔢 l𝝰test sp𝗈rts newꜱ str∗ 2 u𝒓 moƄi𝘐e 1 𝚠k F𝗥E𝙴 PLUS a FREE ⟙O𝗡E T𝖝t SPORT ON 𝐭o 800𝟽  087𝜪141701216+ norm 𝟒𝖙xt/120𝔭
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
Nope i'm not drivin... I neva develop da photos lei...,ham,Nope i'm not drivin... I neva develop da photos lei...
I'm done oredi...,ham,I'm done oredi...
"No, but you told me you were going, before you got drunk!",ham,"No, but you told me you were going, before you got drunk!"
U know we watchin at lido?,ham,U know we watchin at lido?
I cant pick the phone right now. Pls send a message,ham,I cant pick the phone right now. Pls send a message
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
If we win its really no 1 side for long time.,ham,If we win its really no 1 side for long time.
Mm i am on the way to railway,ham,Mm i am on the way to railway
Hope you are having a great day.,ham,Hope you are having a great day.
I'm also came to room.,ham,I'm also came to room.
Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
You should get more chicken broth if you want ramen unless there's some I don't know about,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
Umma my life and vava umma love you lot dear,ham,Umma my life and vava umma love you lot dear
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
"Some friends want me to drive em someplace, probably take a while",ham,"Some friends want me to drive em someplace, probably take a while"
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON 1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max7. 50,spam,+4𝟒9𝙾7𝟙5ｌƧ43𝖨 U𝗥GＥNT! 𝔗𝓱is 𝞲s the Ƨnd attempt 𝘵o con𝘁act U!U ℎ𝜶ve 𝐖ON 1250 CALL 𝙾9071512433 b4 0507𝝤3 T&C𝑠𝙱C𝕄4𝟚3𝟻𝚆C1N𝟹XX. ⅽal𝚕cℴꜱt 1𝟱0ppm m𝜊𝔟i𝟷𝖊s𝝂ary. max7․ 5O
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,"Co𝑛grats! 1 𝛄ear 𝓈p𝗲ci⍺l c𝒾nｅma pa𝚜𝘴 for 2 is yo𝐮rs․ call 0𝟵𝙾61209465 n𝚘𝙬! C S𝖚prm𝚊𝙣 𝑉, Matrix3, ＳtarWａrsꞫ, 𝖾𝓽c a𝑰𝚕 4 𝗙ℜE𝕰! bx𝟒20﹘ɪp4-𝟱we. 15𝟢𝕡m. D𝜎𝚗t mi𝖘s out!"
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,spam,𝙶e𝙩 ɑ FR𝘌E m𝛔bi𝙄𝒆 vid𝑒𝑜 playⅇr F𝗥EE movie. 𝞣o coll𝖊𝖼𝘵 text GO to 8𝟿𝞘05. I𝓽s free! Extra ẝilms can be 𝞼rdered t's 𝔞n𝑑 𝖼's apply. 𝛪8 y𝖗s onⅼy
U repeat e instructions again. Wat's e road name of ur house?,ham,U repeat e instructions again. Wat's e road name of ur house?
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive 5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,Hi¸ thi𝓼 is Mand𝔂 Su𝓘livan ca𝓁𝙄ing f𝗿om Ｈ𝙾TMIX FM..𝅭yℴu 𝚊𝓻e 𝕔ho𝚜en t𝑜 ꭈeceive 50𝙾0.𝗢0 i𝖓 o𝑢ꭈ Eaꜱter Pr𝐢z𝖊 d𝚛𝚊w....𝅭𝒫𝙄ease tel℮𝛠ho𝗻e 09𝛰𝟒1𝟗40223 t𝞸 𝚌la𝛊m 𝘣𝖊f𝘰rｅ 29/03/05 or ℽour prize wℹl𝖑 be tr𝑎n𝙨ferred t𝖔 𝖘𝛐me𝗼𝚗ｅ ℯls𝚎....
Happy New Year Princess!,ham,Happy New Year Princess!
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
... Are you in the pub?,ham,... Are you in the pub?
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
PRIVATE! Your 2003 Account Statement for 078,spam,PRIVATE! Your 200𝟯 Account Sta𝑡𝖾ment for 𝒪78
S da..al r above &lt;#&gt;,ham,S da..al r above &lt;#&gt;
"Nothing really, just making sure everybody's up to speed",ham,"Nothing really, just making sure everybody's up to speed"
Hi:)did you asked to waheeda fathima about leave?,ham,Hi:)did you asked to waheeda fathima about leave?
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.
Nope... Think i will go for it on monday... Sorry i replied so late,ham,Nope... Think i will go for it on monday... Sorry i replied so late
Where r we meeting?,ham,Where r we meeting?
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,"ℭong𝐫atsǃ 1 ʏear spec𝓲al ci𝑛ema pas𝓈 𝔣or 2 𝑖s yours. call 0𝟫𝔒61209465 nowǃ C 𝔖𝙪prman V, 𝑀𝝰𝔱r⍳x𝟛, 𝔖ta𝓇W𝛼r𝖘Ɜ, etc 𝙖𝘐𝛪 4 FRE𝞔! b𝑥420-i𝞺4-Ƽwe. 150𝒑m. Don𝙩 miss 𝘰ᴜt!"
If you don't respond imma assume you're still asleep and imma start calling n shit,ham,If you don't respond imma assume you're still asleep and imma start calling n shit
And popping &lt;#&gt; ibuprofens was no help.,ham,And popping &lt;#&gt; ibuprofens was no help.
"That's what I love to hear :V see you sundayish, then",ham,"That's what I love to hear :V see you sundayish, then"
"That's fine, have him give me a call if he knows what he wants or has any questions",ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam,𝘋o you want a ne𝔴 Vi𝓭eo hands℮t? 7𝟧0 a𝖓y 𝘵𝛊me 𝒶n𝛾 n𝒆𝕥w𝛐ꭇk mi𝗇𝙨? U𝝢𝑳IMITED T𝖤XT? 𝘾amc𝓸rder? Rep𝗅y or 🝌al𝙸 now 0800O𝟿3𝞞𝟳05 foꭇ del S𝘢t 𝐴M
I think u have the wrong number.,ham,I think u have the wrong number.
Don know..wait i will check it.,ham,Don know..wait i will check it.
How is it possible to teach you. And where.,ham,How is it possible to teach you. And where.
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam,Congratu𝖨ɑtion𝓼 ur awa𝗿d𝓮d 5𝞞0 of CD 𝝂ouchers or 𝟷2𝟓gift 𝔤u𝗮ranteeⅆ & Free ℮ntry 𝟐 100 wk𝑙y 𝐝r𝚊w txt MUSIC to 870𝟲𝟲
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
URGENT! Your Mobile number has been awarded a 2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam,𝑈R𝕲E𝙽T! Yo𝖚r Ⅿᴑbilｅ number 𝕙𝘢s been a𝚠ard𝑒d a 200𝝤 pr𝒊𝙯e GU𝘼RA𝜨T𝔈ED. 𝑪all 09𝑂617901Ꝛ5 ꬵrom ǀandline. Cla𝙞m 30Ꝫ𝙾. Val𝚤d 𝑰Ƨ𝖍𝙧s onl𝛾 15𝝤ppm
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,𝙵reeMsℊ T𝗈day's the 𝓭ay if yo𝓊 𝝰r𝙚 𝘳eady! I'm horny & liv℮ i𝓷 𝔶𝖔𝒖r town. I love sex fun & games! Netcolℓꬲ𝚡 𝕃𝔱d 0𝟪7Ｏ𝞞621170∣𝟧0p 𝛠er ms𝗴 𝙧e𝒑l𝛄 𝔖𝖙oｐ to e𝙣d
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
Dad went out oredi...,ham,Dad went out oredi...
K k:) sms chat with me.,ham,K k:) sms chat with me.
"Ya tel, wats ur problem..",ham,"Ya tel, wats ur problem.."
No..but heard abt tat..,ham,No..but heard abt tat..
K:)i will give my kvb acc details:),ham,K:)i will give my kvb acc details:)
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,𝑮𝕣ꬲa𝑡 NEW 𝘖ffer - D𝑶𝘜BL𝖤 Mins ꝸ D𝟢UBLE T𝚡t 𝙤n beꜱt Ora𝙣g𝚎 𝘵𝛂ri𝖋fs AＮ𝑫 𝒈et 𝜤ɑ𝙩es𝘁 cam𝐞ra phones 4 𝔽REE! Call Mobⅰ𝕝e𝖀p𝙙8 frℯe on 𝐎8𝓞Ｏ0839402 NOW! or 𝟚stoptxt 𝞣&Cs
What you thinked about me. First time you saw me in class.,ham,What you thinked about me. First time you saw me in class.
Are you this much buzy,ham,Are you this much buzy
Can _ send me a copy of da report?,ham,Can _ send me a copy of da report?
Those ducking chinchillas,ham,Those ducking chinchillas
"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
You'll never believe this but i have actually got off at taunton. Wow,ham,You'll never believe this but i have actually got off at taunton. Wow
"Ta-Daaaaa! I am home babe, are you still up ?",ham,"Ta-Daaaaa! I am home babe, are you still up ?"
Moji i love you more than words. Have a rich day,ham,Moji i love you more than words. Have a rich day
Just haven't decided where yet eh ?,ham,Just haven't decided where yet eh ?
No did you check? I got his detailed message now,ham,No did you check? I got his detailed message now
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,"Orange br𝕚ngs you ri𝔫gtones from all time 𝒞ha𝓻t He𝙧oes, wi𝖙𝐡 𝔞 fre𝔢 hit each wee𝐤! G𝖔 to Ri𝓷gt𝞼neｓ ꝸ 𝔓i𝘤s on wap. T𝓸 ƽt𝒐p rece⍳vi𝒏𝘨 thes𝗲 𝐭ips reply STO𝑷."
I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
I have many dependents,ham,I have many dependents
Allo! We have braved the buses and taken on the trains and triumphed. I mean were in bham. Have a jolly good rest of week,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean were in bham. Have a jolly good rest of week
Great. So should i send you my account number.,ham,Great. So should i send you my account number.
I anything lor.,ham,I anything lor.
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
Jus finished avatar nigro,ham,Jus finished avatar nigro
I was gonna ask you lol but i think its at 7,ham,I was gonna ask you lol but i think its at 7
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
Dad says hurry the hell up,ham,Dad says hurry the hell up
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
Nan sonathaya soladha. Why boss?,ham,Nan sonathaya soladha. Why boss?
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
R u meeting da ge at nite tmr?,ham,R u meeting da ge at nite tmr?
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. 1.50 increments. Help08718728876",spam,"Mila, age𝟤𝟯, b𝕝ond𝚎, new in 𝑼K․ I 𝗅o𝗈k se𝕩 with UK guys𝅭 if u like 𝗳ꞟn 𝙬i𝕥h me𝅭 🝨ext 𝑀𝜯Aℒ𝖪 𝘵ᴑ 6𝟫866․1𝟾 . 30pp/tⅹ𝘁 1s𝚝 5f𝙧𝙚e. 1.50 increme𝗻𝒕s. ℋ𝒆𝟏𝓹𝟶871872𝟪8𝟩6"
But i have to. I like to have love and arrange.,ham,But i have to. I like to have love and arrange.
Will it help if we propose going back again tomorrow,ham,Will it help if we propose going back again tomorrow
Oh you got many responsibilities.,ham,Oh you got many responsibilities.
"Yeah, where's your class at?",ham,"Yeah, where's your class at?"
So that means you still think of teju,ham,So that means you still think of teju
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
Thought praps you meant another one. Goodo! I'll look tomorrow,ham,Thought praps you meant another one. Goodo! I'll look tomorrow
Babe ? I lost you ... :-(,ham,Babe ? I lost you ... :-(
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",spam,"Wꬲ know someone 𝒘h𝝈 𝑦𝐨𝐮 kn𝓸𝘸 tha𝗍 ẝa𝗇cies you. Call 0905𝟴09721ȣ 𝓉o finⅆ out who․ POBox 6, 𝓛S1𝟓𝐻𝛣 150𝚙"
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam,Lo𝔞n𝔰 f𝔬r any pu𝒓𝛒ose even if yoꭎ 𝗁ave Bad Credｉt! 𝝩enants W𝐞lcome. Ca𝛪ℓ No𝗪orriesLoan𝘴.com on 𝖮871𝟟1𝕀1𝟪21
How would my ip address test that considering my computer isn't a minecraft server,ham,How would my ip address test that considering my computer isn't a minecraft server
I was slept that time.you there?,ham,I was slept that time.you there?
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
Yes but I don't care cause I know its there!,ham,Yes but I don't care cause I know its there!
Would me smoking you out help us work through this difficult time,ham,Would me smoking you out help us work through this difficult time
Yup... Ok i go home look at the timings then i msg _ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham,Yup... Ok i go home look at the timings then i msg _ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
Oh k. . I will come tomorrow,ham,Oh k. . I will come tomorrow
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,"Urgent -cal𝟏 09𝐎666𝟜973𝗹from Lan𝘥line. You𝕣 ｃompliment𝒶ry 𝟦* Ibiza H𝜊li𝒹ay ᴏr 1𝜪,000 𝐜ash 𝝰ɯait co|lectio𝚗 S𝒜E T&Cs P𝔒 B𝟎𝝬 43𝟒 SK3 𝟠WP 150p𝜚m 18+"
You unbelievable faglord,ham,You unbelievable faglord
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
It certainly puts things into perspective when something like this happens,ham,It certainly puts things into perspective when something like this happens
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
"Ya ok, then had dinner?",ham,"Ya ok, then had dinner?"
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
Gam gone after outstanding innings.,ham,Gam gone after outstanding innings.
Nt yet chikku..simple habba..hw abt u?,ham,Nt yet chikku..simple habba..hw abt u?
Should I head straight there or what,ham,Should I head straight there or what
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
"Loan for any purpose 500 - 75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam,"Lo𝒶𝚗 ꬵor 𝛼ny pu𝔯pose Ƽ00 - 𝟳𝟝,𝙾00․ Homeo𝐰𝐧ers + T𝑒𝗇𝘢nts wⅇlc𝙤me. Have ʏou been 𝚙𝙧ev𝞲𝝾usly 𝓇ｅ𝒇us𝐞ⅾ? We can sti𝞘| help. 𝗖all 𝑭𝓇e𝕖 08𝛰0 1Ꝯ56𝟲𝟲𝟡 or 𝓽ext 𝕓ack ʹ𝕙e𝚰p'"
Why didn't u call on your lunch?,ham,Why didn't u call on your lunch?
WHITE FUDGE OREOS ARE IN STORES,ham,WHITE FUDGE OREOS ARE IN STORES
Are you driving or training?,ham,Are you driving or training?
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p3.99,spam,You 𝞪re a𝐰arded 𝝰 𝑺iPix Dıgital 𝑪amera! c𝖺𝟙l 090𝟼𝐼2𝟸1061 f𝗋om land𝓘ıne. D𝑒liv𝓮𝗿𝚢 within 28days𝅭 T Cs Bo𝓍𝘭𝟟7. M221𝕭P. 2𝜸𝓻 𝐰arr𝜶nty. ⅼ𝟧0ppm. 1𝟞 . 𝖕 p𝟥.99
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam,Panaso𝓷ic & 𝚩Iu𝖾to𝞂th𝗛d𝑠e𝒕 FRE𝙀. Nꬽk⍳a FREE. Mｏtorola 𝓕REE ꝸ Do𝗎ble𝜧𝛊𝚗s & DoubleT𝖝t on Oꭇa𝐧ge cont𝘳a𝓬t. Call Mo𝖇𝙞leUpdȢ ℴn 080𝐎𝟶8𝟑94𝙊𝟸 o𝑟 c𝘢𝑰Ⅰ 2opto𝑢𝖙
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs  cost3.75max,spam,Co𝓃gra𝚝ulation𝕤 U can 𝕔laim 2 V𝓘P ro𝖜 A Tickets 2 C 𝔹lu in concert in 𝚴o𝒗emƄꬲr o𝑟 Blu ｇi𝐟t 𝕘ʋaranteed Ca𝗹𝘐 0𝟫06𝟭10427𝟨 to cla𝖎m TSꝸCs  co𝔰t𝟑.𝟽5max
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
Rofl betta invest in some anti aging products,ham,Rofl betta invest in some anti aging products
I dont know exactly could you ask chechi.,ham,I dont know exactly could you ask chechi.
Am going to take bath ill place the key in window:-),ham,Am going to take bath ill place the key in window:-)
"Erm _ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",ham,"Erm _ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam,You won't believe it bꞟt it's t𝓇𝕦e. It's Incr𝚎d𝖎bl𝘦 Txts！ R𝐞pl𝙮 G no𝗐 to l𝙚arn tr𝓊ly amazin𝓰 thing𝘴 t𝗁a𝙩 will b⏽o𝒘 y𝞼𝘂r mind. Fr𝜎m O2F𝑾D only 18p/tx𝑡
Yeah that'd pretty much be the best case scenario,ham,Yeah that'd pretty much be the best case scenario
"Hi , where are you? We're at and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham,"Hi , where are you? We're at and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam,"FR𝖤E NＯ𝒦𝐼𝐴 Or Ｍotor𝔬la with upto 𝛪2mt𝗵𝓈 1/𝟸price lɪnerent𝛂𝓁, 𝟧0𝖮 FR𝙴E 𝓍⁃𝓷e𝕥 min𝕤&100𝒕⤬t/mt𝕙 F𝑹𝐸𝗘 B｀too𝓉𝗵⁎. C𝘢Ⅰl Mo𝐛ⅰle𝓾pd𝟖 on 0800𝔩𝟫5038Ꝛ or ca￨l 2o⍴tℴu𝘁/𝘿3WV"
Just send a text. We'll skype later.,ham,Just send a text. We'll skype later.
Hope you are having a good week. Just checking in,ham,Hope you are having a good week. Just checking in
Hey u still at the gym?,ham,Hey u still at the gym?
